ETC_20150323_009652	#今結界を発動します。
QUEST_LV_0100_20160224_014822	#ルーン文字は、今ではほとんど使われない文字ですね。{nl}それでも私たちルーンキャスターがいる限りは絶対忘れられないだろう。
QUEST_LV_0100_20160224_014823	#傭兵依頼所の依頼
QUEST_LV_0100_20160224_014824	#傭兵依頼所の依頼を確認
QUEST_LV_0100_20160224_014825	#傭兵依頼所の依頼を確認してください。
QUEST_LV_0100_20160224_014826	#傭兵依頼小依頼実行
QUEST_LV_0100_20160224_014827	#傭兵依頼所で受付ドネツクスの依頼を受け入れました。依頼を完了してください。
QUEST_LV_0100_20160224_014828	#傭兵依頼所の依頼を見
QUEST_LV_0100_20160224_014829	#依頼を完了しました。傭兵依頼所まわるスに戻って報告してください。
QUEST_LV_0100_20160224_014830	#メログ魔術師の魔術意識障害
QUEST_LV_0100_20160310_014831	#ジョナスは、偉大な王Zacharielのロイヤル霊廟を守る家族の頭である。{nl}彼は私たちの研究チームにとって非常に重要な人物である。{nl}
QUEST_LV_0100_20160310_014832	#私は偉大な王Zacharielロイヤル霊廟を構築した後、すべての労働者の{nl}思い出を消去噂を聞きました。彼はまた少し老人ですが、ジョナス上にキャスト呪文でなければならない{nl}。
QUEST_LV_0100_20160310_014833	#私はそれが理由であるのかはわからないが、Vubbesは突然クリスタル鉱山の外に殺到した。{nl}これらVubbesが、彼らは鉱山に見たすべての村人を取った。{nl}
QUEST_LV_0100_20160310_014834	#そのポータルは、偽りの策略の玄関口。{nl}と額が君を私に導いたのもそのためでしょう。
QUEST_LV_0100_20160310_014835	#Medzio Diena後、修道院を維持することは容易されていない。別に私や他のいくつかの兄弟から{nl}は、修道院に残って誰がなかった、あなたが参照してください。{nl}
QUEST_LV_0100_20160310_014836	#悪魔は別館の内側にロックされた私たちのすべての単一の1を保っ{nl}私たちは、悪魔の要望や自分の推論を知りませんでした。私たちは何ができるすべては祈りました。{nl}
QUEST_LV_0100_20160310_014837	#王国円今正常な都市がいくつないんですって。{nl}これだ4年前の神獣の日のために...本当に悲しいですね。{nl} {np}旅のポーションとかこまごまツールの多くを必要いただくことになるでしょう。{ nl}私そのようなもの売っているので、これからよくお立ち寄りください。{nl} {np}真、そして領主様がアクセサリー商人のユルースさんにも何かお願い置かれましたよ。{nl}ぜひお立ち寄りください。
QUEST_LV_0100_20160310_014838	#神獣の日時、本当に地震のために必死でもないでしたね。{nl}それでもその時はそう暮らす苦労したのではないだった。{nl} {np}ここ最近のモンスターが急に増えたのが私にはもっと大きな災害ですよね。 {nl}もちろん可能性がありよりはましだろけどね。神獣の日とき全部破壊されたじゃないですか？
QUEST_LV_0100_20160310_014839	#そして、Kruvinaデバイスの後、私の状態ではありません最高のいずれか... {nl}あなたは私たちがバリケードを設定するのに役立ちますそれは、あなたと大丈夫ですか？
QUEST_LV_0100_20160310_014840	#いくら考えても変。{nl}代替著者らがどのように知ってここを訪れたのか知ることができないね。{nl} {np}本来マナーの所有権ということ自体が非常に敏感なので、外部には知られていない記録だね。{nl} {np }この私が記録を管理したことも、現儀典の代わりに以外には誰も分からないだろう。{nl}私魔族がどうして知って訪ねてきたか。
QUEST_LV_0100_20160310_014841	#ラス分かれ道で地図検索
QUEST_LV_0100_20160310_014842	#ロールランダスザシャリエル大王の遺産を隠しておいた地図を、誰も知らない場所に隠しておいたし。正確な位置を知らないので、複数のポイントを探すならないようです。 {nl}とス岐路に行って地図を見つけてください。
QUEST_LV_0200_20150908_008908	#ジャイアントレッドウッドゴブリンが非常に怒った！
QUEST_LV_0200_20150908_008909	#アイアンバウムを倒してください！
QUEST_LV_0200_20150908_008909	#アイアンバウムを退治してください！
QUEST_LV_0200_20150908_008910	#不吉このガラを倒してください！
QUEST_LV_0200_20150908_008912	#ネックレスをかけて見るの/ MAKING / 2 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150908_008913	#遺品の所有者をヘチンウェアウルフを倒してください！
QUEST_LV_0200_20150908_008914	#冥福を祈ってくれるの/ MAKING / 2 / TRACK_AFTER / None
QUEST_LV_0200_20150908_008915	#ネックレスと一緒に記念品が消えてしまった！
QUEST_LV_0200_20150908_008916	#そう多賀魔法陣を調べるとき邪魔するモンスターを倒してください！
QUEST_LV_0200_20150908_008917	#紅炎検出バーを使用して火だけのモンスターを見つけて狩りしてください！
QUEST_LV_0200_20150908_008918	#紅炎の宝石が完成しました！
QUEST_LV_0200_20150908_008919	#魔方陣を確認中/ MAKING / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150908_008920	#この装置は、塔の魔力をおさえています{nl}すぐに破壊することが思い
QUEST_LV_0200_20150908_008921	#ガビだ女神が話したカティンの森の入り口に到着しました
QUEST_LV_0200_20150908_008922	#幸いなことにハニカムは、完全なようです
QUEST_LV_0200_20150908_008923	#ドールジェン持ってこいた蜂蜜酒を見つけました
QUEST_LV_0200_20150908_008924	#かかしを設置してみたがモンスターは何の反応が見られません
QUEST_LV_0200_20150908_008925	#復元中/ PRAY / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150908_008926	#アウステだ女神の象徴が復元されました！
QUEST_LV_0200_20150908_008927	#今自由となることがあり、...
QUEST_LV_0200_20150908_008928	#いよいよ自由だ。
QUEST_LV_0200_20150908_008929	#いよいよ..
QUEST_LV_0200_20150908_008930	#束縛から解放される。
QUEST_LV_0200_20150908_008932	#自由だ。いよいよ自由です。
QUEST_LV_0200_20150908_008933	#解放くれてありがとう。
QUEST_LV_0200_20150908_008934	#自由してくれてありがとう。
QUEST_LV_0200_20150908_008935	#今は本当に解放され、私は君。
QUEST_LV_0200_20150908_008936	#二階に上がってガビだ女神をお探しですか！
QUEST_LV_0200_20150908_008937	#フクロウ像を壊した犯人であるマーシュウォーターが気づいた！
QUEST_LV_0200_20150908_008938	#リリーちゃんが息を収めました{nl}彼女の墓を作ってください
QUEST_LV_0200_20150908_008939	#リリーちゃんの墓を作ってくれました
QUEST_LV_0200_20150908_008940	#腐った肉の山を暴く中/ SITGROPE / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150908_008941	#食料の山では、食品残渣を入手しました！{nl}これVキーを利用してモンスターに投げた後処置してください！
QUEST_LV_0200_20150908_008942	#木の根修正を破壊することに成功しました！{nl}の周りに敷かれていた呪いが消える！
QUEST_LV_0200_20150908_008944	#核の両方を破壊しよう修正も破壊されてしまいました
QUEST_LV_0200_20150908_008945	#振ってみるの/ STANDSHAKE / 3 / TRACK_BEFORE / SSN_HATE_AROUND
QUEST_LV_0200_20150908_008946	#メッセージが落ちました！
QUEST_LV_0200_20150908_008947	#変質した木の根修正を調べる中/ LOOK / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150908_008948	#根修正が周辺を汚染させました！{nl}周辺の汚染源を踏まないように注意してください！
QUEST_LV_0200_20150908_008949	#モンスターが持っている核を破壊しなければなりませ！{nl}モンスターを狩りしてみてください！
QUEST_LV_0200_20150908_008950	#修正核を見つけて破壊しました！{nl}汚染源が消える！
QUEST_LV_0200_20150908_008951	#木の根修正を発見/ LOOK / 4 / TRACK_BEFORE / None
QUEST_LV_0200_20150908_008954	#変形された木の根元修正が消えてしまった！
QUEST_LV_0200_20150908_008956	#ボックスが消えてしまった！
