QUEST_LV_0200_20150317_000001	フィリパス直属部隊員
QUEST_LV_0200_20150323_004593	農場を出よう
QUEST_LV_0200_20150323_004594	一本橋の上の敵
QUEST_LV_0200_20150323_004595	農場から出る
QUEST_LV_0200_20150323_004596	意図された凶作
QUEST_LV_0200_20150323_004597	力を貸すからどうしたの？
QUEST_LV_0200_20150323_004598	イヤな予感がするから避けよう
QUEST_LV_0200_20150323_004599	農場の作物について
QUEST_LV_0200_20150323_004600	予想外の結果
QUEST_LV_0200_20150323_004601	退治するから心配するな
QUEST_LV_0200_20150323_004602	自分でどうにかしろ
QUEST_LV_0200_20150323_004603	今日も仕事をする
QUEST_LV_0200_20150323_004604	自分にも手に負えないことだ
QUEST_LV_0200_20150323_004605	シャトン農場の管理者たちについて
QUEST_LV_0200_20150323_004606	隠された種
QUEST_LV_0200_20150323_004607	種を探してあげる
QUEST_LV_0200_20150323_004608	我儘な農場主
QUEST_LV_0200_20150323_004609	説得してみる
QUEST_LV_0200_20150323_004610	啓示者でもダメそうだ
QUEST_LV_0200_20150323_004611	説得の鍵
QUEST_LV_0200_20150323_004612	関わりたくない
QUEST_LV_0200_20150323_004613	ゴルドー・シャトンについて
QUEST_LV_0200_20150323_004614	復讐は我が手に
QUEST_LV_0200_20150323_004615	もう一度説得する
QUEST_LV_0200_20150323_004616	機嫌が悪いようなので、引き下がる。
QUEST_LV_0200_20150323_004617	父の、父による
QUEST_LV_0200_20150323_004618	危険なことをするかもしれないので、見守る
QUEST_LV_0200_20150323_004619	不安なのでこの場を離れよう
QUEST_LV_0200_20150323_004620	執着と後悔
QUEST_LV_0200_20150323_004621	これからが始まり
QUEST_LV_0200_20150323_004622	ヴァネッサ・シャトンと話してみる
QUEST_LV_0200_20150323_004623	ここからはドルイドの仕事だ
QUEST_LV_0200_20150323_004624	それでもご主人様
QUEST_LV_0200_20150323_004625	共感する
QUEST_LV_0200_20150323_004626	それでも間違っていることは間違っている
QUEST_LV_0200_20150323_004627	分け隔てない慈悲
QUEST_LV_0200_20150323_004628	薬袋を探してあげる
QUEST_LV_0200_20150323_004629	穴蔵はイヤ
QUEST_LV_0200_20150323_004630	怪しいので拒否する
QUEST_LV_0200_20150323_004631	責任の押し付け
QUEST_LV_0200_20150323_004632	おかしいけれど責任を取る
QUEST_LV_0200_20150323_004633	言われた通りにしただけなので、拒否する
QUEST_LV_0200_20150323_004634	物の価値を知る者
QUEST_LV_0200_20150323_004635	手伝う。
QUEST_LV_0200_20150323_004636	安くこき使われるのは御免だ
QUEST_LV_0200_20150323_004637	落ちこぼれ
QUEST_LV_0200_20150323_004638	連れて行く
QUEST_LV_0200_20150323_004639	一人で行け
QUEST_LV_0200_20150323_004640	パウフィスの渡し場の不穏な噂の元凶、ウッドスピリットを退治してください。
QUEST_LV_0200_20150323_004641	ついにパウフィスの渡し場の不穏な噂の元凶、ウッドスピリットを退治しました。合同調査団ユカットのところに戻ってください。
QUEST_LV_0200_20150323_004642	サクニス平原には、ここのモンスターに殺されたある無名兵士の遺物があります。以前拾ったネックレスの主人かもしれません。その場所に行きネックレスをかけて冥福を祈ってください。
QUEST_LV_0200_20150323_004643	ベルクティ広場進入
QUEST_LV_0200_20150323_004644	ベルクティ広場に進入してください。
QUEST_LV_0200_20150323_004645	ベルクティ広場の王国軍レティアが誰かの助けを待っています。
QUEST_LV_0200_20150323_004646	王国軍レティアから、迫りくる石化の霜を予測するためにベルクティ広場のあちこちに設置した石化探知機を確認してほしいと頼まれました。
QUEST_LV_0200_20150323_004647	ベルクティ広場の盗掘師フベルタスが誰かの助けを待っています。
QUEST_LV_0200_20150323_004648	ベルクティ広場の盗掘師ベンジャミナスが誰かの助けを待っています。
QUEST_LV_0200_20150323_004649	石化した都市ルクソナ市場で警備兵ゴフデンが誰かの助けを待っています。
QUEST_LV_0200_20150323_004650	石化した都市ルクソナ市場でクリオマンサーのコスタスが自分の仕事を手伝ってくれる人を探しています。
QUEST_LV_0200_20150323_004651	石化した都市ルクソナ市場でクリオマンサーのコスタスが自分の実験の仕上げをしてくれる人を探しています。
QUEST_LV_0200_20150323_004652	石化した都市ルクソナ市場の盗掘師ルドルファスが誰かの助けを待っています。
QUEST_LV_0200_20150323_004653	ドバシア峠にいるモンスター退治
QUEST_LV_0200_20150323_004654	騎士ティタスから、ここよりドバシア峠で大王の関門へ続く道を切り開いているジュリアンの部隊を手伝ってほしいと言われました。ドバシア峠にいるモンスターを100匹倒してください。
QUEST_LV_0200_20150323_004655	ドバシア峠にいる多くのモンスターを退治しました。指揮官ジュリアンに報告してください。
QUEST_LV_0200_20150323_004656	ドバシア峠にいるモンスター退治
QUEST_LV_0200_20150323_004657	%s 退治
QUEST_LV_0200_20150323_004658	ビルナ森で調査を進めているマラスと話してください。
QUEST_LV_0200_20150323_004659	モンスターに蜂蜜の香りをかがせる
QUEST_LV_0200_20150323_004660	信徒ラエリエは、ウキス耕作地に来るようにと言って去っていきました。彼女を追ってウキス耕作地へ行ってください。
QUEST_LV_0200_20150323_004661	北のビルナ森祭壇を確認
QUEST_LV_0200_20150323_004662	北のビルナ森祭壇を確認してください。
QUEST_LV_0200_20150323_004663	ガウデージ祭壇のサイクロプス退治
QUEST_LV_0200_20150323_004664	ガウデージ祭壇に現れたサイクロプスを退治してください。
QUEST_LV_0200_20150323_004665	農民ドリューバーと会話
QUEST_LV_0200_20150323_004666	農民ドリューバーは自分を手伝ってくれる人を探しているようです。農民ドリューバーと話してください。
QUEST_LV_0200_20150323_004667	農民ドリューバーはモンスターを追い払うカカシを設置したいそうです。カカシを作る材料、下処理が完了している木材を集めてきてください。ナラの木がいいそうです。
QUEST_LV_0200_20150323_004668	下処理した木材をすべて集めました。農民ドリューバーのところに戻ってください。
QUEST_LV_0200_20150323_004669	農民ドリューバーの頼み通り、下処理した木材を集めました。次の話を聞いてください。
QUEST_LV_0200_20150323_004670	アルクール十字路の左側にいる農民ドリューバーの畑にお札を貼ったカカシを設置してモンスターの反応を見てみましょう。
QUEST_LV_0200_20150323_004671	住民エミールは、ビルナ森に行くのがとても危険だと言っています。安全に行けるようモンスターを退治してください。
QUEST_LV_0200_20150323_004672	起源の森のモンスター討伐
QUEST_LV_0200_20150323_004673	騎士団長ウスカによると、森の奥深くからモンスターが大量に出てきましたが兵力が足りないため打つ手がないそうです。騎士団の代わりに起源の森のモンスターを100匹退治してください。
QUEST_LV_0200_20150323_004674	起源の森のモンスター討伐作戦を完了させました。騎士団長ウスカに報告して安心させてください。
QUEST_LV_0200_20150323_004675	起源の森のモンスター退治
QUEST_LV_0200_20150323_004676	巡礼者リリヤと会話
QUEST_LV_0200_20150323_004677	大又の道にリリヤという巡礼者がいます。何か切羽詰まっている様子なので声をかけてみましょう。
QUEST_LV_0200_20150323_004678	モンスターの肉収集
QUEST_LV_0200_20150323_004679	巡礼者リリヤから、空腹なので食べられるものならば何でもほしいと言われました。モンスターから食べられそうな肉を手に入れてください。
QUEST_LV_0200_20150323_004680	巡礼者リリヤに届ける
QUEST_LV_0200_20150323_004681	この量の肉があれば3日間は十分に食べられそうです。巡礼者リリヤに肉の塊を持っていってください。
QUEST_LV_0200_20150323_004682	モンスターから %s獲得
QUEST_LV_0200_20150323_004683	雑草の軟らかい葉を入手
QUEST_LV_0200_20150323_004684	巡礼者リリヤはあんなにたくさんの肉を食べたのに足りないと言っています。空腹のリリヤのために雑草の軟らかい葉を手に入れてきてください。
QUEST_LV_0200_20150323_004685	雑草の軟らかい葉をたっぷり集めました。{nl}巡礼者リリヤに届けてください。
QUEST_LV_0200_20150323_004686	雑草から %s 採取
QUEST_LV_0200_20150323_004687	巡礼者リリヤはお腹いっぱいになったでしょうか？もう一度彼女に声をかけてください。
QUEST_LV_0200_20150323_004688	倒れている巡礼者リリヤと会話
QUEST_LV_0200_20150323_004689	カーニバーを退治した場所に巡礼者リリヤが再び現れました。倒れているリリヤに話しかけてみてください。
QUEST_LV_0200_20150323_004690	カーニバーに変化したリリヤ退治
QUEST_LV_0200_20150323_004691	巡礼者リリヤの墓を作る
QUEST_LV_0200_20150323_004692	巡礼者リリヤはもうすぐ息絶えそうです。{nl}最後に彼女の話を聞いてください。
QUEST_LV_0200_20150323_004693	巡礼者リリヤは息絶えました。リリヤの墓を作ってください。
QUEST_LV_0200_20150323_004694	巡礼者ユリウスは空腹で動けないようです。モンスターから食べられそうな肉を手に入れてください。
QUEST_LV_0200_20150323_004695	モンスターの肉片を集めました。巡礼者ユリウスに持っていってください。
QUEST_LV_0200_20150323_004696	モンスターから %s 獲得
QUEST_LV_0200_20150323_004697	おいしそうにモンスターの肉片をかじっているユリウスにもう一度声をかけてみましょう。
QUEST_LV_0200_20150323_004698	巡礼者ユリウスはオルゴールを見ると突然ドラペリウンに変わってしまいました。攻撃してくるドラペリウンと戦って落ち着かせてください。
QUEST_LV_0200_20150323_004699	巡礼者ユリウスは正気に戻ったようです。彼のところに行って話を聞いてみましょう。
QUEST_LV_0200_20150323_004700	アセルーの若葉を集めてくる
QUEST_LV_0200_20150323_004701	巡礼者ユリウスは呪いの影響を受けて苦しんでいます。彼を癒すためにガラン木の森でアセルーの若葉を集めてきてください。
QUEST_LV_0200_20150323_004702	アセルーの若葉をすべて集めました。巡礼者ユリウスに届けてください。
QUEST_LV_0200_20150323_004703	修道者の安息所にある腐った肉の山を調べてみる
QUEST_LV_0200_20150323_004704	ユリウスとリリヤがナクティスに遭遇したのは、この腐った肉の山の周辺です。ここでリリヤのネックレスを探してみましょう。
QUEST_LV_0200_20150323_004705	大又の道のアシ畑で巡礼者ゼニュスが食糧の山を守っています。何か事情があるようです。近寄って話しかけてください。
QUEST_LV_0200_20150323_004706	巡礼者ゼニュスが守っていた食糧の山をある男が盗んで逃げました。何が起きたのかゼニュスに聞いてください。
QUEST_LV_0200_20150323_004707	巡礼者ゼニュスは自分の息子を呪いから解放させてやりたいと言いました。まず周囲のモンスターを退治してください。
QUEST_LV_0200_20150323_004708	巡礼者ゼニュスは息子を助けたいと思っています。ゼニュスに話しかけてください。
QUEST_LV_0200_20150323_004709	生ゴミでモンスターを実験する
QUEST_LV_0200_20150323_004710	巡礼者ゼニュスは生ゴミをモンスターに投げるとそれを食べるモンスターがいると言いました。生ゴミを食べるモンスターを退治して固まった呪いの気を集めてきてください。足りない生ゴミはイシュフラッシュ広場の食糧の山から手に入れることができます。
QUEST_LV_0200_20150323_004711	モンスターから固まった呪いの気をかなり集めました。それらを巡礼者ゼニュスに届けてください。
QUEST_LV_0200_20150323_004712	食糧の山を片づける
QUEST_LV_0200_20150323_004713	大又の道の至るところで貪食の呪いをかけられた者たちが集めておいた食糧の山が腐っています。その食糧の山を調べてください。
QUEST_LV_0200_20150323_004714	食糧の山を調べる
QUEST_LV_0200_20150323_004715	大又の道の至るところで貪食の呪いをかけられた者たちが集めておいた食糧の山が腐っています。その食糧の山を片づけてください。
QUEST_LV_0200_20150323_004716	変形した保護結界の破壊
QUEST_LV_0200_20150323_004717	ルーツクリスタルを調べようとするとクリスタルを保護する結界が現れました！結界が消える前にすべて破壊してください。
QUEST_LV_0200_20150323_004718	流浪民のキャンプの変形したルーツクリスタル
QUEST_LV_0200_20150323_004719	流浪民のキャンプにはナクティスによって怠惰の呪いを受けたルーツクリスタルがあります。調べてみましょう。
QUEST_LV_0200_20150323_004720	召喚されたルーツクリスタルのコア解体
QUEST_LV_0200_20150323_004721	流浪民のキャンプのルーツクリスタルを破壊しようとするとスタミナをすべて吸収してコアが分裂し、散らばってしまいました。とりあえずそのコアをすべて探して破壊してください。
QUEST_LV_0200_20150323_004722	クリスタルのコアをすべて破壊しました。もう一度変形したルーツクリスタルを破壊してください。
QUEST_LV_0200_20150323_004723	ジャコレ山麓の変形したルーツクリスタル
QUEST_LV_0200_20150323_004724	ジャコレ山麓に変形したルーツクリスタルがあります。火をつけて破壊しましょう。
QUEST_LV_0200_20150323_004725	クリスタルを燃やす
QUEST_LV_0200_20150323_004726	ルーツクリスタルに火をつけたものの、火が弱いです。クリスタルがよく燃えるようにモンスターから焚きつけを手に入れて火おこしに使ってください。
QUEST_LV_0200_20150323_004727	ジャコレ山麓の変形したルーツクリスタル破壊
QUEST_LV_0200_20150323_004728	変形したルーツクリスタルが勢いよく燃えています。それではルーツクリスタルを破壊してください。
QUEST_LV_0200_20150323_004729	巡礼者の墓の右側の変形したルーツクリスタル
QUEST_LV_0200_20150323_004730	巡礼者の巡礼者の墓の右側に変形したルーツクリスタルがあります。この地の呪いを解き放つためにはこのルーツクリスタルも破壊しなければなりません。
QUEST_LV_0200_20150323_004731	パスクティの曲がり道にある怠惰のルーツクリスタル
QUEST_LV_0200_20150323_004732	パスクティの曲がり道に呪われたルーツクリスタルがあります。近寄って調べてください。
QUEST_LV_0200_20150323_004733	モンスターからルーツクリスタルのコアを探す
QUEST_LV_0200_20150323_004734	ルーツクリスタルが異常反応を起こしながら周辺を汚染させてしまいました！とりあえず周囲のモンスターに散らばったルーツクリスタルのコアを探してみましょう。
QUEST_LV_0200_20150323_004735	ルーツクリスタルのコアをすべて集めました。それで変形したルーツクリスタルを封印してください。
QUEST_LV_0200_20150323_004736	ノレティ泉のルーツクリスタル
QUEST_LV_0200_20150323_004737	ノレティ泉にはルーツクリスタルがあります。近寄って怠惰の呪いを解き放つために何をすればいいのか調べてください。
