QUEST_LV_0100_20150317_000001	警戒兵
QUEST_LV_0100_20151028_010096	まずは魔族の力に対抗できる森の聖なる力を持つロムーバが必要です。{nl}ロムーバはレータス小川にいる道しるべのフクロウの彫像が作れるはずですよ。{nl}でも、私が送る思念への反応が無いので、魔族の支配から抜け出せていないのかもしれません。{nl}
QUEST_LV_0100_20151028_010097	あなたは急いでレータス小川にいる道しるべのフクロウの彫像を探してください。{nl}あの子を助けて、私が抑制のロムーバを必要としていると伝えてください。
QUEST_LV_0100_20151028_010098	カロリスの泉の北の果てへ行くと、森の気が最も強い場所があります。{nl}そこには形を持って光るカロリスの泉の気があるはずです。{nl}
QUEST_LV_0100_20151028_010099	カロリスの泉の気に近寄るとその光があなたのところに集まります。{nl}気がたくさん集まると結晶になるので、その結晶を持って道しるべのフクロウの彫像の所に戻ってください。
QUEST_LV_0100_20151028_010100	マルダスさんが見た光景は想像しただけで恐ろしいですね。{nl}絶対にこのまま放ってはおけません。{nl}
QUEST_LV_0100_20151028_010101	{nl}かわいそうな霊魂たち…。私たちが魔族の手に送り込んだ霊魂もたくさんいるんですよね？{nl}本当に胸が痛みます…。
QUEST_LV_0100_20151028_010102	道しるべのフクロウ
QUEST_LV_0100_20151028_010103	うう…一体どうなってるんだ…。あなたはどなたです？{nl}私を助けてくれたんですか？
QUEST_LV_0100_20151028_010104	隊長フクロウの彫像に言われて来た？{nl}抑制のロムーバ…あれが必要なほどなら、ただ事じゃないですね。{nl}
QUEST_LV_0100_20151028_010105	抑制のロムーバはむやみに作ってはいけない物なんですが、私たちのために使っていただけるなら作らないと。{nl}まずはレータスの神聖な木の枝が必要です。{nl}でも、レータスの神聖な木を探すには森の気が必要なんですよね…。
QUEST_LV_0100_20151028_010106	それが残ってたんですね。{nl}良かった。じゃあ、レータス小川の北の空地へ行って結晶に宿る気を撒いてください。{nl}
QUEST_LV_0100_20151028_010107	ただ、簡単には見つからないと思います。{nl}レータスの神聖な木が姿を現すまで、ずっと気を撒き続けなければなりません。
QUEST_LV_0100_20151028_010108	レータスの神聖な木は森の意志のようなもの。{nl}魔族が攻めて来るまでは珍しい物ではなかったのですが、今は完全に姿を隠してしまいました。{nl}でも、森の気を感じればもう一度姿を見せてくれるはずです。
QUEST_LV_0100_20151028_010109	レータスの神聖な木は見つかりましたか？{nl}
QUEST_LV_0100_20151028_010110	森の気があっても、ちょっと心配だったんですが…良かったです。{nl}もしかしたら、あなたが特別な存在なのかもしれませんね。
QUEST_LV_0100_20151028_010111	魔族のせいでレータスの神聖な木の枝も力が弱くなっているようです。{nl}足りない力を補わないといけませんね。{nl}
QUEST_LV_0100_20151028_010112	モンスターの持つ悪い力を木の枝の力で浄化して補充しましょう。{nl}モンスターに木の枝を使って浄化してから力を集めてください。
QUEST_LV_0100_20151028_010113	弱いモンスターは今の木の枝の力でも耐えられないはずです。{nl}神聖な気で燃えるように消えてしまうんですよ。
QUEST_LV_0100_20151028_010114	隊長フクロウの彫像があなたを寄こしたということは、あなたのことをかなり信頼しているんですね。
QUEST_LV_0100_20151028_010115	木の枝に力が集まりましたか？{nl}
QUEST_LV_0100_20151028_010116	さてと、では抑制のロムーバを作りましょうか。
QUEST_LV_0100_20151028_010117	抑制のロムーバは作りましたが…これだけで魔族に対抗できるかどうか…。{nl}隊長フクロウの彫像はどういうつもりなんでしょうね。{nl}私もほとんどの力を失ってしまったので、これ以上できることは無いんですが…。
QUEST_LV_0100_20151028_010118	マルダスという人が解決策を見つけてくれるはずだって？{nl}だったら、すぐにそのマルダスという人に会ってみてください。{nl}もしかしたら、もうここに来ているかもしれませんよ。
QUEST_LV_0100_20151028_010119	マルダスという人が協力してくれるのは本当にありがたいんですけど、気の毒な方なんですね。{nl}私たちフクロウの彫像も魔族の悪事に加担したようなものなので、とても申し訳ないです…。
QUEST_LV_0100_20151028_010120	ちょうどいいところへ。{nl}抑制のロムーバは手に入りましたか？
QUEST_LV_0100_20151028_010121	隊長フクロウの彫像と話したんですが、どうにか解決できそうなんですよ。{nl}魔族はレータスの小川を魔気で汚染させ、その気を集めて霊魂たちを閉じ込めるのに使っているようです。{nl}
QUEST_LV_0100_20151028_010122	吸魂門を破壊しなきゃならないんですが、魔気が濃すぎる上に魔法陣で保護されててちょっと難しそうなんですよ。{nl}とりあえず森を汚染する魔気を除去しましょうか。
QUEST_LV_0100_20151028_010123	魔気は右の道に沿って上がった先にある森の中央地域にあります。{nl}周辺に抑制のロムーバを立てれば神聖な力で魔気を除去できるそうですよ。
QUEST_LV_0100_20151028_010124	故郷の人たちのことを思うと本当に耐えがたいですが、私には力が無いのでこうしてあなたに協力できることが慰めになっています。
QUEST_LV_0100_20151028_010125	魔気ががどんどん上がって来ていたって？{nl}
QUEST_LV_0100_20151028_010126	思ったより汚染が深刻なようですね。{nl}急いで森の気を抜き取っている黒い煙を除去しなければなりません。
QUEST_LV_0100_20151028_010127	黒い煙を除去したら、魔族が造った物も力が弱くなるはずです。{nl}でも、どうやら監視の目と言う物が建てられているので、接近するのは難しそうですね。{nl}
QUEST_LV_0100_20151028_010128	危険だと思いますが、監視の目の周囲を回る監視球を避けて侵入してください。{nl}監視の目が建てられた道を行くと、その先に監視の目を管理する魔法陣があるはずです。{nl}その魔法陣を除去し、監視の目を無力化させてください。
QUEST_LV_0100_20151028_010129	監視の目の件が解決したら、向かい側にある黒い煙たちを抑制のロムーバの力で除去しなければ。{nl}とても危険な任務をお任せすることになって本当に胸が詰まります…どうかご無事で…。
QUEST_LV_0100_20151028_010130	隊長フクロウの彫像は本当に物知りですね。{nl}森から出たことも無いだろうに、どこで知識を手に入れたんでしょうか？
QUEST_LV_0100_20151028_010131	ご苦労さまでした。{nl}お怪我はありませんか？
QUEST_LV_0100_20151028_010132	やっと吸魂門を破壊できますね。{nl}周辺にそれを守る保護魔法陣がありますが、簡単に解除できるそうです。{nl}
QUEST_LV_0100_20151028_010133	保護魔法陣には順序があって、順番に解除しなければなりません。{nl}失敗しても落ち着いてもう一度やり直せば順番が分かって来ると思いますよ。
QUEST_LV_0100_20151028_010134	魔気も退治して黒い煙も除去したので、もしかしたら魔族に気付かれたかもしれません。 {nl}できるだけ急いでください。
QUEST_LV_0100_20151028_010135	霊魂たちを解放すれば、少しは私の怒りと悲しみが収まるでしょうか？{nl}今はまだよく分かりませんが…。
QUEST_LV_0100_20151028_010136	そうですか。霊魂たちが解放されたんですね。{nl}隊長フクロウの彫像の話だと、その霊魂たちはもう一度フクロウたちがきちんと導いてくれるそうです。{nl}
